id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
1.38E+18,"Robert Alai, HSC","Nairobi, Kenya","#TheEqualizer | #CyberSecurity | #StopGamblingKE | There’s no comfort in the truth, pain is all you find. – George Michael | alai@techmtaa.com",12/10/2008 21:23,1657756,3679,1980,TRUE,09/04/2021 05:14,"My brother Ibrahim Johnny received the #SputnikV vaccine. 

But know that Ibrahim has battled kidney conditions for… https://t.co/ta1LEQIN8k",['SputnikV'],Twitter for iPhone,187,1158,FALSE
1.38E+18,Rufas Kamau,"Nairobi, Kenya","Research & Markets Analyst
I love trading in the financial markets",08/12/2020 09:54,152,225,4768,FALSE,15/04/2021 10:41,The biggest vaccination campaign in history is underway. More than 832M doses have been administered across 154 cou… https://t.co/21TuAyi2gR,,Twitter Web App,0,0,FALSE
1.38E+18,Morris Gitonga,"Nairobi, Kenya",Solar Energy Solutions,19/01/2009 20:48,13762,7406,534,FALSE,15/04/2021 19:43,"@ledamalekina KAMA UKO NAIROBI TOWN NA UNATAFUTA SIDE HUSTLE, WHATSAPP ME VIA https://t.co/f6teKLkU2Q I DIRECT YOU… https://t.co/3DQL5CGoxx",,Twitter for Android,0,0,FALSE
1.38E+18,Morris Gitonga,"Nairobi, Kenya",Solar Energy Solutions,19/01/2009 20:48,13762,7406,534,FALSE,14/04/2021 19:32,"@am_njugush @robisearch KAMA UKO NAIROBI TOWN NA UNATAFUTA SIDE HUSTLE, WHATSAPP ME VIA https://t.co/g4mBdqYOpI I D… https://t.co/S979Em6fKb",,Twitter for Android,0,0,FALSE
1.38E+18,Marginseye,"Nairobi, Kenya","Marginseye for trending products in electronics, fashion, gadgets, kids and gifts, households’ appliances provider, jewelry, home decors etc.",04/01/2020 10:32,1009,4058,785,FALSE,14/04/2021 14:56,"Sometimes it's the smallest decisions that can change your life forever. 

Keri Russell
#mancity #naomicampell… https://t.co/hYnk3dk989","['mancity', 'naomicampell']",Twitter Web App,0,0,FALSE
1.38E+18,Punchline Africa Tv,"Nairobi, Kenya","Punchline Africa TV is an international Pan-African tv station, with a zeal for African development in all aspects.   Offices are in Nairobi and London.",25/10/2020 11:59,710,182,3615,FALSE,14/04/2021 07:09,"#PaTvUpdates 

Covid-19: US health authorities have recommended a ""pause"" in the use of the Johnson &amp; Johnson Covid… https://t.co/TmDscJKPMj",['PaTvUpdates'],Twitter Web App,1,6,FALSE
1.38E+18,Ahmed Jibril,"Nairobi, Kenya","Technology Minded (AI, MIS, Cyber Security,...), Social worker, student, Like political drama and hate hypocrisy. Retweets are not necessarily endorsements",23/02/2011 07:14,1413,650,18134,FALSE,13/04/2021 12:08,Has Kenya authorized #SputnikV? Good news! https://t.co/k8kfsy6J4C,['SputnikV'],Twitter for Android,0,0,FALSE
1.38E+18,Daniel Schearf,"Nairobi, Kenya",Africa Coverage Editor / Nairobi Bureau Chief for Voice of America's News Center,16/03/2010 01:11,3023,915,5155,TRUE,15/04/2021 06:22,"On Sunday, 200,000 #Sinopharm doses arrived in #Cameroon's capital.  On Monday, Cameroon's Medical Council said onl… https://t.co/i5wrjmH4Vp","['Sinopharm', 'Cameroon']",Twitter Web App,0,0,FALSE
1.38E+18,China Daily Africa,"Nairobi, Kenya",A window to watch China and Africa. Please follow us and share your opinion on Sino-Africa relations,25/08/2016 07:54,1485,596,650,FALSE,15/04/2021 06:00,"Turkey provides Libya with 150,000 doses of #Sinovac COVID-19 #vaccine
Libya's Ministry of Health on Wednesday anno… https://t.co/ihTUVA3Fgg","['Sinovac', 'vaccine']",Twitter Web App,1,0,FALSE
1.38E+18,Salim Swaleh,"Nairobi, Kenya","Senior News Anchor
Head of Swahili News NTV",01/06/2013 08:49,4484,267,43,FALSE,21/04/2021 11:37,"Kenya looking to acquire Pfizer, Johnson &amp; Johnson vaccines following AstraZeneca shortage, Health CS Kagwe says.… https://t.co/g9jL4D4IAs",,Twitter Web App,1,0,FALSE
1.39E+18,#TeamShaffie,"Nairobi, Kenya",Personality. Dad. Tv|Radio-Host 'My problem lies in reconciling my gross habits with my net income! #TheRaverendsLife|#EmbraceYourChaos| #MyLifeMyChaos,23/09/2009 08:35,426386,121,598,TRUE,22/04/2021 07:35,Being one of the lucky few who got both doses of the #SputnikV I urge the GOK to stop theatrics and allow others to… https://t.co/XTUXKGG5UV,['SputnikV'],Twitter for iPhone,3,18,FALSE
1.39E+18,#TeamShaffie,"Nairobi, Kenya",Personality. Dad. Tv|Radio-Host 'My problem lies in reconciling my gross habits with my net income! #TheRaverendsLife|#EmbraceYourChaos| #MyLifeMyChaos,23/09/2009 08:35,426386,121,598,TRUE,22/04/2021 04:49,Got my 2nd dose of #SputnikV yesterday. Unlike the 1st dose I have woken up felling hangovered 😵 🤕 thanks to sir Ja… https://t.co/KcGmw7Kgun,['SputnikV'],Twitter for iPhone,2,21,FALSE
1.38E+18,"Hon. Barmey Bartay,","Nairobi, Kenya",A Father || An Economist || An Environmentalist || An Animal Scientist || A Leader,26/06/2018 18:11,682,420,23510,FALSE,16/04/2021 17:22,"You've put it as it should. We have a role for the private sector in this country whether in health, education, wat… https://t.co/FME27RP45T",,Twitter for Android,0,0,FALSE
1.38E+18,AllyB Hustler002,"Nairobi, Kenya","Politician,Love Soccer,Entrepreneur",27/02/2020 11:25,861,1130,15519,FALSE,15/04/2021 20:01,DP Ruto: The Constitution is not the problem... We keep being told it is ethnicity. The problem of Kenya is the eco… https://t.co/5LVTmdn1xJ,,Twitter for Android,0,3,FALSE
1.38E+18,Punchline Africa Tv,"Nairobi, Kenya","Punchline Africa TV is an international Pan-African tv station, with a zeal for African development in all aspects.   Offices are in Nairobi and London.",25/10/2020 11:59,717,182,3663,FALSE,15/04/2021 11:25,Medical insurers in Kenya will from next month foot Covid-19 vaccination bills for policy holders ahead of July whe… https://t.co/4NEGJ2IOph,,Twitter Web App,1,6,FALSE
1.38E+18,"Robert Alai, HSC","Nairobi, Kenya","#TheEqualizer | #CyberSecurity | #StopGamblingKE | There’s no comfort in the truth, pain is all you find. – George Michael | alai@techmtaa.com",12/10/2008 21:23,1663101,3679,1982,TRUE,15/04/2021 07:04,"Just announcing the suspension of #AstraZeneca Vaccine in Denmark and then she collapsed. 

Why did we ban… https://t.co/2FGvNX2DmO",['AstraZeneca'],Twitter for iPhone,221,400,FALSE
1.38E+18,Wensfashions,"Nairobi, Kenya","GET YOURSELF A HIGH-QUALITY DUVET, WORLDCLASS 🌈🌈QUALITY SHOES THAT SUITS YOUR PERSONALITY🎀🎀, DELIVERED AT YOUR DOORSTEP🤗🤗🇰🇪🇰🇪🚀🚀✈️
☎️0726886896",07/02/2020 10:54,2413,1903,49309,FALSE,14/04/2021 20:46,"Quality Men outfits 
  Be Divine 
  Be Unique
  Be outstanding
Call us on 0726886896
https://t.co/Nj5qsXtAiu… https://t.co/NJqATDohAR",,Twitter for Android,0,2,FALSE
1.39E+18,Ekta Patel,"Nairobi, Kenya",Scientist & Communications: ILRI Biosciences & CGIAR AMR hub @amrhub- views are my own.Research Interest: #OneHealth #AMR #Wildlife #Spillover #Biosecurity,16/09/2010 11:47,689,1144,4154,FALSE,15/05/2021 05:37,"#Pfizer and #Moderna vaccines are powerfully effective against #COVID19-19, a C.D.C. analysis confirmed. https://t.co/2urCr8dJNh","['Pfizer', 'Moderna', 'COVID19']",Twitter for Android,0,0,FALSE
1.40E+18,|🇰🇪#PayPartTimeLecturers🇰🇪|,"Nairobi, Kenya","A community of grad students, researchers & academics doing community outreach to promote education and research works. #AcademiaKenya -academiakenya@yandex.com",25/06/2020 10:35,625,784,5795,FALSE,19/05/2021 20:33,"@sputnikvaccine There were problems with #SputnikV campaigns is Kenya. Have they been solved? 

We need that single dosage if possible.",['SputnikV'],TweetDeck,0,0,FALSE
1.39E+18,Leon Lidigu,"Nairobi, Kenya","journalist . global health , children ,food & geo-politics.",25/05/2014 09:34,176434,548,2103,TRUE,16/05/2021 17:18,Indian gov't  is authorising more local firms to take foreign orders &amp; deals to produce #Covishield (known abroad a… https://t.co/Um8OpJG8wB,['Covishield'],Twitter for Android,0,3,FALSE
1.39E+18,Chris Diaz,"Nairobi, Kenya","Mentor | Global Marketer | 2017 Markies Award Winner | Conservationist | Business Leader
 https://t.co/3gBUW1Qj38",11/05/2011 09:40,16951,8324,74119,TRUE,15/05/2021 04:11,"Diaz: Free up COVID-19 vaccines https://t.co/3hPoLHp3mK via @capitalfmkenya
#vaccine #AstraZeneca#save… https://t.co/8OaRftHwwZ",['vaccine'],Twitter for Android,2,3,FALSE
1.40E+18,Makandi 🇰🇪 🇵🇸,"Nairobi, Kenya","🌻Patriot #TRIBELESSKENYAN

🌻A Free Spirit

🌻Politically Unallied

🌻An Astrophile 

🌻Here To Offer My Unsolicited Opinion😜",18/01/2020 19:26,381,26,4345,FALSE,11/06/2021 08:21,"For now I'll continue social distancing and putting my mask on😷😷! Anyhu, at the moment I can't get vaccinated in Ke… https://t.co/wuYSLa4Ehe",,Twitter Web App,0,0,FALSE
1.40E+18,Muhsin Ali,"Nairobi, Kenya",We should all help those who are in need.,12/02/2012 23:18,658,1291,22830,FALSE,12/06/2021 19:49,@AwJeffers @ahmednasirlaw @WehliyeMohamed Grand Mullah and Wehliye supporting Strongman Putin after saving their li… https://t.co/wDXx6e6tzo,,Twitter for Android,0,1,FALSE
1.41E+18,|🇰🇪#GoKFundEduWell🇰🇪|,"Nairobi, Kenya","A community of grad students, researchers & academics. academiakenya@yandex.com",25/06/2020 10:35,714,872,7365,FALSE,20/06/2021 21:35,"From DM: If you there two options for vaccines, which öne will you go for? I will appreciate your experiences with… https://t.co/D9mbeyxeua",,TweetDeck,1,1,FALSE
1.41E+18,China Daily Africa,"Nairobi, Kenya",A window to watch China and Africa. Please follow us and share your opinion on Sino-Africa relations,25/08/2016 07:54,1686,599,714,FALSE,22/06/2021 07:17,"Ethiopian Red Cross Society receives #Sinopharm vaccines from Chinese counterpart
""We are very much thankful for th… https://t.co/lFaloJ1TWK",['Sinopharm'],Twitter Web App,2,1,FALSE
1.41E+18,Daniel Schearf,"Nairobi, Kenya",VOA's Africa Coverage Editor / Nairobi Bureau Chief. Recruiting stringers. Send your CV & sample broadcast news work in English: dschearf@voanews.com,16/03/2010 01:11,3107,930,5208,TRUE,01/07/2021 16:09,"Of those who died, five had taken #Covishield and one #Sinopharm. #Seychelles #COVIDVaccination #COVID19 https://t.co/w6i0J2WI88","['Covishield', 'Sinopharm', 'Seychelles', 'COVIDVaccination', 'COVID19']",Twitter for iPhone,0,0,FALSE
1.41E+18,China Daily Africa,"Nairobi, Kenya",A window to watch China and Africa. Please follow us and share your opinion on Sino-Africa relations,25/08/2016 07:54,1690,599,717,FALSE,01/07/2021 08:52,"#Mozambique receives another 500,000 doses of #COVID-19 #vaccine
The procurement of the 500,000 doses of the… https://t.co/SQGGsjpqt6","['Mozambique', 'COVID', 'vaccine']",Twitter Web App,0,0,FALSE
1.41E+18,|🇰🇪#GoKFundEduWell🇰🇪|,"Nairobi, Kenya","A community of grad students, researchers & academics. academiakenya@yandex.com",25/06/2020 10:35,762,897,7738,FALSE,25/06/2021 04:33,"@WHO can one take #Pfizer vaccine then follow up with #Sinovac and vice versa?

#COVIDVaccination","['Pfizer', 'Sinovac', 'COVIDVaccination']",TweetDeck,0,0,FALSE
1.41E+18,Dr Elizabeth Kimani-Murage - #UniversalFoodAccess!,"Nairobi, Kenya",BSc MPH PhD LL.B. #HumanRights defender; Building a justice legacy! Sr Research Scientist @aphrc; Fellow @wellcometrust. Urban Farmer. Inform Inspire Influence!,15/03/2013 12:18,2605,578,10098,FALSE,30/06/2021 18:30,"Trouble for Africa!

@harringtonj3 @davidngira @CKyobutungi What’s your take on this decision by the EU? 

#COVID19… https://t.co/yDVMRR05tx",['COVID19'],Twitter for iPhone,0,1,FALSE
1.41E+18,Alex Mayore 🇰🇪,"Nairobi, Kenya","|Free Thinker | Pragmatist| Tech Ehusiast| Nature Lover & Environmentalist| 
| Views expressed here are Mine | Communications dir @thirdwaykenya @Thirdway_Kenya",28/08/2013 09:55,1540,2188,27213,FALSE,25/06/2021 10:31,I have a feeling that @who will treat #AbdalaVaccine SA way they treat #SputnikV and the Chinese Vaccine . Because… https://t.co/Y8bSvtKxmc,"['AbdalaVaccine', 'SputnikV']",Twitter for Android,0,1,FALSE
1.41E+18,China Daily Africa,"Nairobi, Kenya",A window to watch China and Africa. Please follow us and share your opinion on Sino-Africa relations,25/08/2016 07:54,1719,599,740,FALSE,08/07/2021 02:43,"Morocco's Sothema to produce China's #Sinopharm #vaccine
Moroccan pharmaceutical firm Sothema will soon start produ… https://t.co/ypnazJecfP","['Sinopharm', 'vaccine']",Twitter Web App,9,8,FALSE
1.42E+18,China Daily Africa,"Nairobi, Kenya",A window to watch China and Africa. Please follow us and share your opinion on Sino-Africa relations,25/08/2016 07:54,1727,599,745,FALSE,15/07/2021 01:44,"Egypt advances export goal for jabs
Egypt celebrated the local production of the first 1 million doses of the… https://t.co/rrndebyRoM",,Twitter Web App,1,0,FALSE
1.42E+18,www.proaktiveradio.com,"Nairobi, Kenya","Exciting new flavour.
+254 741 096000",17/08/2020 04:43,125,168,521,FALSE,21/07/2021 09:23,"Got Siblings?!
They can get to someones nerves yea?! What are some of the annoying things siblings do😠

Catch the d… https://t.co/aLtBNkUASG",,Twitter for iPhone,1,1,FALSE
1.42E+18,Daniel Schearf,"Nairobi, Kenya",VOA's Africa Coverage Editor / Nairobi Bureau Chief. Recruiting stringers. Send your CV & sample broadcast news work in English: dschearf@voanews.com,16/03/2010 01:11,3114,949,5237,TRUE,23/07/2021 08:43,"This is not the first time questions have been raised about the efficacy of the vaccine, which was given a greenlig… https://t.co/1bpzzVTEIJ",,Twitter Web App,0,0,FALSE
1.42E+18,China Daily Africa,"Nairobi, Kenya",A window to watch China and Africa. Please follow us and share your opinion on Sino-Africa relations,25/08/2016 07:54,1763,596,759,FALSE,03/08/2021 09:16,"Libya receives a batch of Chinese #COVID-19 #vaccines
Libya received a batch of China's #Sinopharm COVID-19 vaccine… https://t.co/OwDjVhq7a3","['COVID', 'vaccines', 'Sinopharm']",Twitter Web App,2,1,FALSE
1.42E+18,Switch TV Kenya,"Nairobi, Kenya","An energetic, dynamic and youth-engaging media platform that is educational, entertaining and inspirational. On Zuku Ch 53, Azam Ch 338 and all signet channels.",07/05/2018 17:29,35764,490,12551,FALSE,04/08/2021 08:20,"According to the World Health Organization, a single dose of #AstraZeneca followed by an injection of #Pfizer or… https://t.co/TGxYc99POn","['AstraZeneca', 'Pfizer']",Twitter for iPhone,0,2,FALSE
1.42E+18,ǝploʍ,"Nairobi, Kenya",Titles mean nothing (Family above ALL) #Ecology #Wildlife #ComDev,30/07/2015 11:05,666,326,1052,FALSE,04/08/2021 05:12,"According to the WHO, “a single dose of AstraZeneca followed by an injection of Pfizer/BioNTech or Moderna’s mRNA v… https://t.co/AJpIlZvnBB",,Twitter for iPhone,0,0,FALSE
1.43E+18,Marginseye,"Nairobi, Kenya","Marginseye for trending products in electronics, fashion, gadgets, kids and gifts, households’ appliances provider, jewelry, home decors etc.",04/01/2020 10:32,1225,4275,6784,FALSE,11/08/2021 09:30,"Loving the season, stay blessed, and stay strong no matter what.

#whatif #captaincarter #peggy #pfizer #moderna… https://t.co/H7GEmxWn7g","['whatif', 'captaincarter', 'peggy', 'pfizer', 'moderna']",Mailchimp,0,0,FALSE
1.42E+18,China Daily Africa,"Nairobi, Kenya",A window to watch China and Africa. Please follow us and share your opinion on Sino-Africa relations,25/08/2016 07:54,1773,596,764,FALSE,09/08/2021 02:50,"#Vaccine deliveries from China hailed as key support
Peru's President Pedro Castillo has expressed confidence in Ch… https://t.co/eitxrlG7Kt",['Vaccine'],Twitter Web App,4,3,FALSE
1.43E+18,Stephen Mutoro,"Nairobi, Kenya","SG, @Cofek_Africa| 1st Chair, @Kecopac_ke| MT, @ElimikaTrust| Ex-Chair, Taskforce on Values & Principles of Public Service| Chair @StopCrimeKenya| Views my own!",01/08/2018 15:21,40388,16628,56061,TRUE,13/08/2021 04:36,Fixing the #Covid19 #DeltaVariant: U.S Food and Drugs Authority (FDA) approves third dose of #Pfizer and #Moderna… https://t.co/SBa6tPPmaJ,"['Covid19', 'DeltaVariant', 'Pfizer', 'Moderna']",Twitter for Android,0,0,FALSE
1.43E+18,Dick Omondi,"Nairobi, Kenya","Help flatten the curve, be mindful of the load of the From Line Workers.                Practice Social Distancing. Stay at Home.",06/10/2009 19:57,2484,2207,3914,FALSE,11/08/2021 17:26,"Reconsider travel to Kenya due to COVID-19.  
Exercise increased caution in Kenya due to crime, terrorism, health i… https://t.co/C8pSEqj5Fk",,Twitter for Android,0,0,FALSE
1.43E+18,Daniel Nyangweso,"Nairobi, Kenya","Technology enthusiast, #mufc ardent, lifetime supporter of Putin.",16/02/2015 10:03,248,2456,4060,FALSE,11/08/2021 10:51,A banana is actually a berry and a strawberry isn’t. 😂😂#meme #raom  #Covaxin  #JKLive,"['meme', 'raom', 'Covaxin', 'JKLive']",Twitter Web App,0,1,FALSE
1.43E+18,Lionel Lidigu,"Nairobi, Kenya","health & science reporter @NationAfrica, #food  #vaccines #pharma #diseases #climate,  
     @ICFJ Fellow,email : llidigu@ke.nationmedia.com .",25/05/2014 09:34,177104,611,2114,TRUE,13/08/2021 10:37,India has increased monthly production capacity for #Covishield the version of the Oxford/AstraZeneca vaccine made… https://t.co/umXdc1dsWX,['Covishield'],Twitter for Android,0,0,FALSE
1.43E+18,Switch TV Kenya,"Nairobi, Kenya","An energetic, dynamic and youth-engaging media platform that is educational, entertaining and inspirational. On Zuku Ch 53, Azam Ch 338 and all signet channels.",07/05/2018 17:29,35944,490,12564,FALSE,19/08/2021 14:12,"Kenya is to receive 880,000 Moderna vaccine doses on August 23, Health ministry says. Making it the first vaccine c… https://t.co/isACYYxfdk",,Twitter for iPhone,0,4,FALSE
1.43E+18,Shiro,"Nairobi, Kenya","“I have held many things in my hands, and have lost them all; but whatever I have placed in God's hands, that I still possess.” —M Luther",05/06/2009 09:14,1125,2621,27702,FALSE,18/08/2021 15:35,@cnnbrk Third vax for real whilst #Africa and closer home #Kenya desperately needs the #CovidVaccine like yesterday… https://t.co/rXjYUg7EPV,"['Africa', 'Kenya', 'CovidVaccine']",Twitter Web App,0,0,FALSE
1.43E+18,Shiro,"Nairobi, Kenya","“I have held many things in my hands, and have lost them all; but whatever I have placed in God's hands, that I still possess.” —M Luther",05/06/2009 09:14,1125,2621,27702,FALSE,14/08/2021 11:32,@JeromeAdamsMD Very sad and unfortunate that vax are  expiring whilst #Africa and closer home #Kenya desperately ne… https://t.co/ts6Sw5Zev6,"['Africa', 'Kenya']",Twitter Web App,1,0,FALSE
1.43E+18,China Daily Africa,"Nairobi, Kenya",A window to watch China and Africa. Please follow us and share your opinion on Sino-Africa relations,25/08/2016 07:54,1795,597,790,FALSE,20/08/2021 09:01,"Kenya approves #Sinopharm vaccine as government extends curfew
It is expected the East African nation will receive… https://t.co/VdJBvKLuGW",['Sinopharm'],Twitter Web App,1,0,FALSE
1.43E+18,Stephen Mutoro,"Nairobi, Kenya","SG, @Cofek_Africa| 1st Chair, @Kecopac_ke| MT, @ElimikaTrust| Ex-Chair, Taskforce on Values & Principles of Public Service| Chair @StopCrimeKenya| Views my own!",01/08/2018 15:21,40557,16586,56062,TRUE,23/08/2021 14:18,"The FDA granted full approval to the Pfizer-BioNTech vaccine, a first for a #Covid19 jab in the U.S. Analysts say t… https://t.co/q3Wl2b66fj",['Covid19'],Twitter for Android,0,0,FALSE
1.43E+18,Adhere Cavince,"Nairobi, Kenya",International Relations|Public diplomacy|Development|China-Africa cooperation.,01/07/2011 06:08,969,856,5484,FALSE,27/08/2021 06:47,"Kenya is set to receive 2,000,000 doses of #China's #Sinopharm vaccines alongside other vaccine candidates in Septe… https://t.co/3rNkCzbcIW","['China', 'Sinopharm']",Twitter for Android,0,1,FALSE
1.43E+18,China Daily Africa,"Nairobi, Kenya",A window to watch China and Africa. Please follow us and share your opinion on Sino-Africa relations,25/08/2016 07:54,1796,597,790,FALSE,26/08/2021 06:17,"Kenya OKs #Sinopharm vaccine's use, boosting hope
China has so far sent 52 million #vaccine doses to 37 African cou… https://t.co/N48g7HHji3","['Sinopharm', 'vaccine']",Twitter Web App,1,1,FALSE
1.43E+18,China Daily Africa,"Nairobi, Kenya",A window to watch China and Africa. Please follow us and share your opinion on Sino-Africa relations,25/08/2016 07:54,1796,597,790,FALSE,25/08/2021 03:12,"Nigeria approves emergency use of China's #Sinopharm COVID-19 #vaccine
""#NAFDAC has approved Sinopharm vaccine, the… https://t.co/6PdDLNHTZ1","['Sinopharm', 'vaccine', 'NAFDAC']",Twitter Web App,1,0,FALSE
1.43E+18,China Daily Africa,"Nairobi, Kenya",A window to watch China and Africa. Please follow us and share your opinion on Sino-Africa relations,25/08/2016 07:54,1796,597,790,FALSE,24/08/2021 03:14,"China donates 300,000 #COVID-19 vaccine doses to Ethiopia
Today we're here to receive the third batch donation of a… https://t.co/Ctp1hpJXUF",['COVID'],Twitter Web App,14,10,FALSE
1.43E+18,Switch TV Kenya,"Nairobi, Kenya","An energetic, dynamic and youth-engaging media platform that is educational, entertaining and inspirational. On Zuku Ch 53, Azam Ch 338 and all signet channels.",07/05/2018 17:29,36031,492,12582,FALSE,26/08/2021 07:05,#Moderna has said it has withheld supply of 1.63 million doses of its #COVID19Vaccines in Japan after a report of c… https://t.co/qW985xxW0K,"['Moderna', 'COVID19Vaccines']",Twitter Web App,1,4,FALSE
1.43E+18,Switch TV Kenya,"Nairobi, Kenya","An energetic, dynamic and youth-engaging media platform that is educational, entertaining and inspirational. On Zuku Ch 53, Azam Ch 338 and all signet channels.",07/05/2018 17:29,36031,492,12582,FALSE,25/08/2021 11:30,"Kenya expects to receive 4.5 million COVID-19 vaccines by mid September, the Ministry of Health has said. According… https://t.co/4bYLEiB5yK",,Twitter Web App,0,2,FALSE
1.43E+18,Hisa,"Nairobi, Kenya","Invest in US stocks from Kenya. 

#GlobalwithHisa
#HisaApp
#OffshorewithHisa",26/04/2020 11:31,1772,6,275,FALSE,24/08/2021 04:29,"Stocks on Wall Street shrugged off concerns over economic data, pushing benchmarks to gains as #Pfizer &amp; #Moderna r… https://t.co/NpZpZXwrOk","['Pfizer', 'Moderna']",Twitter for Android,1,4,FALSE
1.43E+18,Computech Limited,"Nairobi, Kenya","Founded in 1987, Computech Limited is a leading East African systems integrator, providing technology solutions to solve businesses’ most important problems.",02/06/2016 06:47,857,405,307,FALSE,23/08/2021 11:55,"Thank you for attending this Interactive webinar! In case you missed it, we've got you covered! Kindly fill in the… https://t.co/QgBN5X6XLH",,Twitter Web App,0,1,FALSE
1.43E+18,Punchline Africa TV,"Nairobi, Kenya","Punchline Africa TV is an international Pan-African tv station,with a zeal for African development in all aspects.   Offices are in Nairobi and London.",26/02/2016 08:32,9260,2339,7256,FALSE,23/08/2021 07:20,"Kenya has received 880,460 doses of Moderna Covid-19 vaccine Monday morning from United States of America as the wa… https://t.co/4NKa2uujvR",,Twitter Web App,0,5,FALSE
1.43E+18,ATS Travel. (African Touch Safaris),"Nairobi, Kenya","We are the ultimate travel management company; a one-stop shop for all travel needs. Contact us today! See More, Travel More #atstravel #TheWanderers",29/10/2011 07:47,1705,1919,1302,FALSE,23/08/2021 07:03,"Monday blues got nothing on us! 
It's one thing to go on a vacation and it's another to See More and Travel More.… https://t.co/dPD0fnEqYU",,Twitter Web App,6,6,FALSE
1.43E+18,Bichii,"Nairobi, Kenya",male,13/10/2018 10:13,17,74,80,FALSE,23/08/2021 06:59,"Kenya Receives Moderna Vaccine From the U.S Government. More Information👇👇👇
#Moderna 
#AstraZeneca 
https://t.co/kNmhrwhJg6","['Moderna', 'AstraZeneca']",Twitter Web App,1,0,FALSE
1.43E+18,NairobiLeo.co.ke,"Nairobi, Kenya","Digital Media House - We inform, educate and entertain 24 hours",27/02/2020 18:15,3242,2312,24241,FALSE,23/08/2021 06:01,"On Monday morning, August 23, 2021, Kenya received  880,460 doses of the Moderna Covid-19 vaccine donated by the Un… https://t.co/7Sw5Q5gakZ",,Twitter for Android,0,1,FALSE
1.43E+18,Stephen Mutoro,"Nairobi, Kenya","SG, @Cofek_Africa| 1st Chair, @Kecopac_ke| MT, @ElimikaTrust| Ex-Chair, Taskforce on Values & Principles of Public Service| Chair @StopCrimeKenya| Views my own!",01/08/2018 15:21,40557,16586,56062,TRUE,22/08/2021 06:33,#Moderna is set to begin the first human trials of an #mRNA (RNA messenger) vaccine for #HIV,"['Moderna', 'mRNA', 'HIV']",Twitter for Android,0,2,FALSE
1.43E+18,Kanyeki,"Nairobi, Kenya","Kikuyu Hard Rock Gospel Musician. In It For Love And Not for The Race...
#KikuyuRock #KenyanRocker #ChristianRock #Rock crazy fan of @Alterbridge #KenyanRock",22/03/2012 15:04,2041,1395,5375,FALSE,25/08/2021 10:15,@inoorotv Very weak for two days... #OxfordAstraZeneca,['OxfordAstraZeneca'],Twitter for Android,0,0,FALSE
1.43E+18,Punchline Africa Tv,"Nairobi, Kenya","Punchline Africa TV is an international Pan-African tv station, with a zeal for African development in all aspects.   Offices are in Nairobi and London.",25/10/2020 11:59,1979,171,6674,FALSE,31/08/2021 06:30,"China donates Sinopharm COVID-19 vaccines to African Union.

#Africa #China #Sinopharm #Sinopham #vaccine… https://t.co/PeBYEgnHbJ","['Africa', 'China', 'Sinopharm', 'Sinopham', 'vaccine']",Twitter Web App,1,6,FALSE
1.43E+18,Punchline Africa TV,"Nairobi, Kenya","Punchline Africa TV is an international Pan-African tv station,with a zeal for African development in all aspects.   Offices are in Nairobi and London.",26/02/2016 08:32,9268,2337,7388,FALSE,31/08/2021 06:12,"China donates Sinopharm COVID-19 vaccines to African Union.

#Africa #Sinopharm #Sinopham #vaccine #vaccinedeaths… https://t.co/mMA6aZBQkD","['Africa', 'Sinopharm', 'Sinopham', 'vaccine', 'vaccinedeaths']",Twitter Web App,1,5,FALSE
1.43E+18,Stephen Mutoro,"Nairobi, Kenya","SG, @Cofek_Africa| 1st Chair, @Kecopac_ke| MT, @ElimikaTrust| Ex-Chair, Taskforce on Values & Principles of Public Service| Chair @StopCrimeKenya| Views my own!",01/08/2018 15:21,41001,16562,56051,TRUE,29/08/2021 07:56,"Japan detects more #Moderna vaccine contamination, suspends use #Covid19 https://t.co/uwoZwDcS3V","['Moderna', 'Covid19']",Twitter for Android,0,2,FALSE
